file,week,trend
Rossmann_DE_SN,2014-09-07 - 2014-09-13,57
Rossmann_DE_SN,2014-09-14 - 2014-09-20,65
Rossmann_DE_SN,2014-09-21 - 2014-09-27,51
Rossmann_DE_SN,2014-09-28 - 2014-10-04,63
Rossmann_DE_SN,2014-10-05 - 2014-10-11,67
Rossmann_DE_SN,2014-10-12 - 2014-10-18,56
Rossmann_DE_SN,2014-10-19 - 2014-10-25,68
Rossmann_DE_SN,2014-10-26 - 2014-11-01,52
Rossmann_DE_SN,2014-11-02 - 2014-11-08,59
Rossmann_DE_SN,2014-11-09 - 2014-11-15,60
Rossmann_DE_SN,2014-11-16 - 2014-11-22,61
Rossmann_DE_SN,2014-11-23 - 2014-11-29,85
Rossmann_DE_SN,2014-11-30 - 2014-12-06,87
Rossmann_DE_SN,2014-12-07 - 2014-12-13,84
Rossmann_DE_SN,2014-12-14 - 2014-12-20,87
Rossmann_DE_SN,2014-12-21 - 2014-12-27,80
Rossmann_DE_SN,2014-12-28 - 2015-01-03,62
Rossmann_DE_SN,2015-01-04 - 2015-01-10,70
Rossmann_DE_SN,2015-01-11 - 2015-01-17,49
Rossmann_DE_SN,2015-01-18 - 2015-01-24,57
Rossmann_DE_SN,2015-01-25 - 2015-01-31,62
Rossmann_DE_SN,2015-02-01 - 2015-02-07,57
Rossmann_DE_SN,2015-02-08 - 2015-02-14,62
Rossmann_DE_SN,2015-02-15 - 2015-02-21,70
Rossmann_DE_SN,2015-02-22 - 2015-02-28,58
Rossmann_DE_SN,2015-03-01 - 2015-03-07,61
Rossmann_DE_SN,2015-03-08 - 2015-03-14,54
Rossmann_DE_SN,2015-03-15 - 2015-03-21,75
Rossmann_DE_SN,2015-03-22 - 2015-03-28,51
Rossmann_DE_SN,2015-03-29 - 2015-04-04,66
Rossmann_DE_SN,2015-04-05 - 2015-04-11,56
Rossmann_DE_SN,2015-04-12 - 2015-04-18,57
Rossmann_DE_SN,2015-04-19 - 2015-04-25,59
Rossmann_DE_SN,2015-04-26 - 2015-05-02,57
Rossmann_DE_SN,2015-05-03 - 2015-05-09,62
Rossmann_DE_SN,2015-05-10 - 2015-05-16,54
Rossmann_DE_SN,2015-05-17 - 2015-05-23,61
Rossmann_DE_SN,2015-05-24 - 2015-05-30,56
Rossmann_DE_SN,2015-05-31 - 2015-06-06,63
Rossmann_DE_SN,2015-06-07 - 2015-06-13,66
Rossmann_DE_SN,2015-06-14 - 2015-06-20,69
Rossmann_DE_SN,2015-06-21 - 2015-06-27,58
Rossmann_DE_SN,2015-06-28 - 2015-07-04,78
Rossmann_DE_SN,2015-07-05 - 2015-07-11,60
Rossmann_DE_SN,2015-07-12 - 2015-07-18,80
Rossmann_DE_SN,2015-07-19 - 2015-07-25,76
Rossmann_DE_SN,2015-07-26 - 2015-08-01,83
Rossmann_DE_SN,2015-08-02 - 2015-08-08,82
Rossmann_DE_SN,2015-08-09 - 2015-08-15,72
Rossmann_DE_SN,2015-08-16 - 2015-08-22,85
Rossmann_DE_SN,2015-08-23 - 2015-08-29,62
Rossmann_DE_SN,2015-08-30 - 2015-09-05,82
Rossmann_DE_SN,2015-09-06 - 2015-09-12,67
Rossmann_DE_SN,2015-09-13 - 2015-09-19,72
Rossmann_DE_SN,2015-09-20 - 2015-09-26,64
Rossmann_DE_SN,2015-09-27 - 2015-10-03,68
Rossmann_DE,2012-12-02 - 2012-12-08,77
Rossmann_DE,2012-12-09 - 2012-12-15,76
Rossmann_DE,2012-12-16 - 2012-12-22,85
Rossmann_DE,2012-12-23 - 2012-12-29,59
Rossmann_DE,2012-12-30 - 2013-01-05,61
Rossmann_DE,2013-01-06 - 2013-01-12,62
Rossmann_DE,2013-01-13 - 2013-01-19,51
Rossmann_DE,2013-01-20 - 2013-01-26,56
Rossmann_DE,2013-01-27 - 2013-02-02,50
Rossmann_DE,2013-02-03 - 2013-02-09,58
Rossmann_DE,2013-02-10 - 2013-02-16,51
Rossmann_DE,2013-02-17 - 2013-02-23,58
Rossmann_DE,2013-02-24 - 2013-03-02,51
Rossmann_DE,2013-03-03 - 2013-03-09,55
Rossmann_DE,2013-03-10 - 2013-03-16,54
Rossmann_DE,2013-03-17 - 2013-03-23,62
Rossmann_DE,2013-03-24 - 2013-03-30,57
Rossmann_DE,2013-03-31 - 2013-04-06,57
Rossmann_DE,2013-04-07 - 2013-04-13,59
Rossmann_DE,2013-04-14 - 2013-04-20,50
Rossmann_DE,2013-04-21 - 2013-04-27,59
Rossmann_DE,2013-04-28 - 2013-05-04,52
Rossmann_DE,2013-05-05 - 2013-05-11,56
Rossmann_DE,2013-05-12 - 2013-05-18,60
Rossmann_DE,2013-05-19 - 2013-05-25,53
Rossmann_DE,2013-05-26 - 2013-06-01,65
Rossmann_DE,2013-06-02 - 2013-06-08,55
Rossmann_DE,2013-06-09 - 2013-06-15,55
Rossmann_DE,2013-06-16 - 2013-06-22,67
Rossmann_DE,2013-06-23 - 2013-06-29,59
Rossmann_DE,2013-06-30 - 2013-07-06,66
Rossmann_DE,2013-07-07 - 2013-07-13,58
Rossmann_DE,2013-07-14 - 2013-07-20,67
Rossmann_DE,2013-07-21 - 2013-07-27,60
Rossmann_DE,2013-07-28 - 2013-08-03,72
Rossmann_DE,2013-08-04 - 2013-08-10,60
Rossmann_DE,2013-08-11 - 2013-08-17,68
Rossmann_DE,2013-08-18 - 2013-08-24,61
Rossmann_DE,2013-08-25 - 2013-08-31,69
Rossmann_DE,2013-09-01 - 2013-09-07,57
Rossmann_DE,2013-09-08 - 2013-09-14,63
Rossmann_DE,2013-09-15 - 2013-09-21,51
Rossmann_DE,2013-09-22 - 2013-09-28,60
Rossmann_DE,2013-09-29 - 2013-10-05,53
Rossmann_DE,2013-10-06 - 2013-10-12,62
Rossmann_DE,2013-10-13 - 2013-10-19,56
Rossmann_DE,2013-10-20 - 2013-10-26,63
Rossmann_DE,2013-10-27 - 2013-11-02,60
Rossmann_DE,2013-11-03 - 2013-11-09,66
Rossmann_DE,2013-11-10 - 2013-11-16,56
Rossmann_DE,2013-11-17 - 2013-11-23,71
Rossmann_DE,2013-11-24 - 2013-11-30,65
Rossmann_DE,2013-12-01 - 2013-12-07,76
Rossmann_DE,2013-12-08 - 2013-12-14,79
Rossmann_DE,2013-12-15 - 2013-12-21,97
Rossmann_DE,2013-12-22 - 2013-12-28,63
Rossmann_DE,2013-12-29 - 2014-01-04,65
Rossmann_DE,2014-01-05 - 2014-01-11,67
Rossmann_DE,2014-01-12 - 2014-01-18,55
Rossmann_DE,2014-01-19 - 2014-01-25,67
Rossmann_DE,2014-01-26 - 2014-02-01,57
Rossmann_DE,2014-02-02 - 2014-02-08,68
Rossmann_DE,2014-02-09 - 2014-02-15,57
Rossmann_DE,2014-02-16 - 2014-02-22,68
Rossmann_DE,2014-02-23 - 2014-03-01,56
Rossmann_DE,2014-03-02 - 2014-03-08,67
Rossmann_DE,2014-03-09 - 2014-03-15,55
Rossmann_DE,2014-03-16 - 2014-03-22,70
Rossmann_DE,2014-03-23 - 2014-03-29,55
Rossmann_DE,2014-03-30 - 2014-04-05,66
Rossmann_DE,2014-04-06 - 2014-04-12,57
Rossmann_DE,2014-04-13 - 2014-04-19,69
Rossmann_DE,2014-04-20 - 2014-04-26,56
Rossmann_DE,2014-04-27 - 2014-05-03,74
Rossmann_DE,2014-05-04 - 2014-05-10,71
Rossmann_DE,2014-05-11 - 2014-05-17,60
Rossmann_DE,2014-05-18 - 2014-05-24,72
Rossmann_DE,2014-05-25 - 2014-05-31,58
Rossmann_DE,2014-06-01 - 2014-06-07,71
Rossmann_DE,2014-06-08 - 2014-06-14,60
Rossmann_DE,2014-06-15 - 2014-06-21,75
Rossmann_DE,2014-06-22 - 2014-06-28,62
Rossmann_DE,2014-06-29 - 2014-07-05,77
Rossmann_DE,2014-07-06 - 2014-07-12,62
Rossmann_DE,2014-07-13 - 2014-07-19,73
Rossmann_DE,2014-07-20 - 2014-07-26,65
Rossmann_DE,2014-07-27 - 2014-08-02,77
Rossmann_DE,2014-08-03 - 2014-08-09,74
Rossmann_DE,2014-08-10 - 2014-08-16,72
Rossmann_DE,2014-08-17 - 2014-08-23,81
Rossmann_DE,2014-08-24 - 2014-08-30,66
Rossmann_DE,2014-08-31 - 2014-09-06,77
Rossmann_DE,2014-09-07 - 2014-09-13,62
Rossmann_DE,2014-09-14 - 2014-09-20,70
Rossmann_DE,2014-09-21 - 2014-09-27,58
Rossmann_DE,2014-09-28 - 2014-10-04,72
Rossmann_DE,2014-10-05 - 2014-10-11,68
Rossmann_DE,2014-10-12 - 2014-10-18,64
Rossmann_DE,2014-10-19 - 2014-10-25,72
Rossmann_DE,2014-10-26 - 2014-11-01,63
Rossmann_DE,2014-11-02 - 2014-11-08,72
Rossmann_DE,2014-11-09 - 2014-11-15,71
Rossmann_DE,2014-11-16 - 2014-11-22,68
Rossmann_DE,2014-11-23 - 2014-11-29,84
Rossmann_DE,2014-11-30 - 2014-12-06,86
Rossmann_DE,2014-12-07 - 2014-12-13,89
Rossmann_DE,2014-12-14 - 2014-12-20,100
Rossmann_DE,2014-12-21 - 2014-12-27,79
Rossmann_DE,2014-12-28 - 2015-01-03,73
Rossmann_DE,2015-01-04 - 2015-01-10,72
Rossmann_DE,2015-01-11 - 2015-01-17,67
Rossmann_DE,2015-01-18 - 2015-01-24,62
Rossmann_DE,2015-01-25 - 2015-01-31,76
Rossmann_DE,2015-02-01 - 2015-02-07,72
Rossmann_DE,2015-02-08 - 2015-02-14,66
Rossmann_DE,2015-02-15 - 2015-02-21,74
Rossmann_DE,2015-02-22 - 2015-02-28,65
Rossmann_DE,2015-03-01 - 2015-03-07,71
Rossmann_DE,2015-03-08 - 2015-03-14,64
Rossmann_DE,2015-03-15 - 2015-03-21,74
Rossmann_DE,2015-03-22 - 2015-03-28,63
Rossmann_DE,2015-03-29 - 2015-04-04,75
Rossmann_DE,2015-04-05 - 2015-04-11,66
Rossmann_DE,2015-04-12 - 2015-04-18,69
Rossmann_DE,2015-04-19 - 2015-04-25,65
Rossmann_DE,2015-04-26 - 2015-05-02,79
Rossmann_DE,2015-05-03 - 2015-05-09,73
Rossmann_DE,2015-05-10 - 2015-05-16,67
Rossmann_DE,2015-05-17 - 2015-05-23,76
Rossmann_DE,2015-05-24 - 2015-05-30,70
Rossmann_DE,2015-05-31 - 2015-06-06,77
Rossmann_DE,2015-06-07 - 2015-06-13,68
Rossmann_DE,2015-06-14 - 2015-06-20,82
Rossmann_DE,2015-06-21 - 2015-06-27,71
Rossmann_DE,2015-06-28 - 2015-07-04,86
Rossmann_DE,2015-07-05 - 2015-07-11,74
Rossmann_DE,2015-07-12 - 2015-07-18,86
Rossmann_DE,2015-07-19 - 2015-07-25,74
Rossmann_DE,2015-07-26 - 2015-08-01,87
Rossmann_DE,2015-08-02 - 2015-08-08,83
Rossmann_DE,2015-08-09 - 2015-08-15,76
Rossmann_DE,2015-08-16 - 2015-08-22,84
Rossmann_DE,2015-08-23 - 2015-08-29,70
Rossmann_DE,2015-08-30 - 2015-09-05,78
Rossmann_DE,2015-09-06 - 2015-09-12,71
Rossmann_DE,2015-09-13 - 2015-09-19,77
Rossmann_DE,2015-09-20 - 2015-09-26,67
Rossmann_DE,2015-09-27 - 2015-10-03,71

Rossmann_DE_BY,2012-12-02 - 2012-12-08,73
Rossmann_DE_BY,2012-12-09 - 2012-12-15,67
Rossmann_DE_BY,2012-12-16 - 2012-12-22,81
Rossmann_DE_BY,2012-12-23 - 2012-12-29,53
Rossmann_DE_BY,2012-12-30 - 2013-01-05,60
Rossmann_DE_BY,2013-01-06 - 2013-01-12,56
Rossmann_DE_BY,2013-01-13 - 2013-01-19,48
Rossmann_DE_BY,2013-01-20 - 2013-01-26,52
Rossmann_DE_BY,2013-01-27 - 2013-02-02,48
Rossmann_DE_BY,2013-02-03 - 2013-02-09,51
Rossmann_DE_BY,2013-02-10 - 2013-02-16,45
Rossmann_DE_BY,2013-02-17 - 2013-02-23,59
Rossmann_DE_BY,2013-02-24 - 2013-03-02,47
Rossmann_DE_BY,2013-03-03 - 2013-03-09,55
Rossmann_DE_BY,2013-03-10 - 2013-03-16,53
Rossmann_DE_BY,2013-03-17 - 2013-03-23,66
Rossmann_DE_BY,2013-03-24 - 2013-03-30,53
Rossmann_DE_BY,2013-03-31 - 2013-04-06,58
Rossmann_DE_BY,2013-04-07 - 2013-04-13,54
Rossmann_DE_BY,2013-04-14 - 2013-04-20,52
Rossmann_DE_BY,2013-04-21 - 2013-04-27,54
Rossmann_DE_BY,2013-04-28 - 2013-05-04,54
Rossmann_DE_BY,2013-05-05 - 2013-05-11,55
Rossmann_DE_BY,2013-05-12 - 2013-05-18,51
Rossmann_DE_BY,2013-05-19 - 2013-05-25,44
Rossmann_DE_BY,2013-05-26 - 2013-06-01,61
Rossmann_DE_BY,2013-06-02 - 2013-06-08,50
Rossmann_DE_BY,2013-06-09 - 2013-06-15,51
Rossmann_DE_BY,2013-06-16 - 2013-06-22,65
Rossmann_DE_BY,2013-06-23 - 2013-06-29,54
Rossmann_DE_BY,2013-06-30 - 2013-07-06,56
Rossmann_DE_BY,2013-07-07 - 2013-07-13,50
Rossmann_DE_BY,2013-07-14 - 2013-07-20,65
Rossmann_DE_BY,2013-07-21 - 2013-07-27,61
Rossmann_DE_BY,2013-07-28 - 2013-08-03,65
Rossmann_DE_BY,2013-08-04 - 2013-08-10,58
Rossmann_DE_BY,2013-08-11 - 2013-08-17,67
Rossmann_DE_BY,2013-08-18 - 2013-08-24,57
Rossmann_DE_BY,2013-08-25 - 2013-08-31,67
Rossmann_DE_BY,2013-09-01 - 2013-09-07,52
Rossmann_DE_BY,2013-09-08 - 2013-09-14,62
Rossmann_DE_BY,2013-09-15 - 2013-09-21,50
Rossmann_DE_BY,2013-09-22 - 2013-09-28,58
Rossmann_DE_BY,2013-09-29 - 2013-10-05,51
Rossmann_DE_BY,2013-10-06 - 2013-10-12,57
Rossmann_DE_BY,2013-10-13 - 2013-10-19,50
Rossmann_DE_BY,2013-10-20 - 2013-10-26,59
Rossmann_DE_BY,2013-10-27 - 2013-11-02,45
Rossmann_DE_BY,2013-11-03 - 2013-11-09,62
Rossmann_DE_BY,2013-11-10 - 2013-11-16,51
Rossmann_DE_BY,2013-11-17 - 2013-11-23,65
Rossmann_DE_BY,2013-11-24 - 2013-11-30,63
Rossmann_DE_BY,2013-12-01 - 2013-12-07,67
Rossmann_DE_BY,2013-12-08 - 2013-12-14,72
Rossmann_DE_BY,2013-12-15 - 2013-12-21,90
Rossmann_DE_BY,2013-12-22 - 2013-12-28,64
Rossmann_DE_BY,2013-12-29 - 2014-01-04,63
Rossmann_DE_BY,2014-01-05 - 2014-01-11,58
Rossmann_DE_BY,2014-01-12 - 2014-01-18,52
Rossmann_DE_BY,2014-01-19 - 2014-01-25,63
Rossmann_DE_BY,2014-01-26 - 2014-02-01,54
Rossmann_DE_BY,2014-02-02 - 2014-02-08,64
Rossmann_DE_BY,2014-02-09 - 2014-02-15,53
Rossmann_DE_BY,2014-02-16 - 2014-02-22,63
Rossmann_DE_BY,2014-02-23 - 2014-03-01,54
Rossmann_DE_BY,2014-03-02 - 2014-03-08,66
Rossmann_DE_BY,2014-03-09 - 2014-03-15,52
Rossmann_DE_BY,2014-03-16 - 2014-03-22,63
Rossmann_DE_BY,2014-03-23 - 2014-03-29,52
Rossmann_DE_BY,2014-03-30 - 2014-04-05,62
Rossmann_DE_BY,2014-04-06 - 2014-04-12,58
Rossmann_DE_BY,2014-04-13 - 2014-04-19,69
Rossmann_DE_BY,2014-04-20 - 2014-04-26,50
Rossmann_DE_BY,2014-04-27 - 2014-05-03,65
Rossmann_DE_BY,2014-05-04 - 2014-05-10,70
Rossmann_DE_BY,2014-05-11 - 2014-05-17,60
Rossmann_DE_BY,2014-05-18 - 2014-05-24,67
Rossmann_DE_BY,2014-05-25 - 2014-05-31,55
Rossmann_DE_BY,2014-06-01 - 2014-06-07,64
Rossmann_DE_BY,2014-06-08 - 2014-06-14,56
Rossmann_DE_BY,2014-06-15 - 2014-06-21,68
Rossmann_DE_BY,2014-06-22 - 2014-06-28,58
Rossmann_DE_BY,2014-06-29 - 2014-07-05,68
Rossmann_DE_BY,2014-07-06 - 2014-07-12,59
Rossmann_DE_BY,2014-07-13 - 2014-07-19,67
Rossmann_DE_BY,2014-07-20 - 2014-07-26,62
Rossmann_DE_BY,2014-07-27 - 2014-08-02,72
Rossmann_DE_BY,2014-08-03 - 2014-08-09,66
Rossmann_DE_BY,2014-08-10 - 2014-08-16,64
Rossmann_DE_BY,2014-08-17 - 2014-08-23,80
Rossmann_DE_BY,2014-08-24 - 2014-08-30,65
Rossmann_DE_BY,2014-08-31 - 2014-09-06,76
Rossmann_DE_BY,2014-09-07 - 2014-09-13,67
Rossmann_DE_BY,2014-09-14 - 2014-09-20,65
Rossmann_DE_BY,2014-09-21 - 2014-09-27,59
Rossmann_DE_BY,2014-09-28 - 2014-10-04,72
Rossmann_DE_BY,2014-10-05 - 2014-10-11,70
Rossmann_DE_BY,2014-10-12 - 2014-10-18,63
Rossmann_DE_BY,2014-10-19 - 2014-10-25,73
Rossmann_DE_BY,2014-10-26 - 2014-11-01,66
Rossmann_DE_BY,2014-11-02 - 2014-11-08,78
Rossmann_DE_BY,2014-11-09 - 2014-11-15,75
Rossmann_DE_BY,2014-11-16 - 2014-11-22,70
Rossmann_DE_BY,2014-11-23 - 2014-11-29,87
Rossmann_DE_BY,2014-11-30 - 2014-12-06,83
Rossmann_DE_BY,2014-12-07 - 2014-12-13,94
Rossmann_DE_BY,2014-12-14 - 2014-12-20,100
Rossmann_DE_BY,2014-12-21 - 2014-12-27,72
Rossmann_DE_BY,2014-12-28 - 2015-01-03,70
Rossmann_DE_BY,2015-01-04 - 2015-01-10,77
Rossmann_DE_BY,2015-01-11 - 2015-01-17,69
Rossmann_DE_BY,2015-01-18 - 2015-01-24,65
Rossmann_DE_BY,2015-01-25 - 2015-01-31,82
Rossmann_DE_BY,2015-02-01 - 2015-02-07,77
Rossmann_DE_BY,2015-02-08 - 2015-02-14,65
Rossmann_DE_BY,2015-02-15 - 2015-02-21,80
Rossmann_DE_BY,2015-02-22 - 2015-02-28,69
Rossmann_DE_BY,2015-03-01 - 2015-03-07,65
Rossmann_DE_BY,2015-03-08 - 2015-03-14,61
Rossmann_DE_BY,2015-03-15 - 2015-03-21,65
Rossmann_DE_BY,2015-03-22 - 2015-03-28,63
Rossmann_DE_BY,2015-03-29 - 2015-04-04,74
Rossmann_DE_BY,2015-04-05 - 2015-04-11,72
Rossmann_DE_BY,2015-04-12 - 2015-04-18,68
Rossmann_DE_BY,2015-04-19 - 2015-04-25,64
Rossmann_DE_BY,2015-04-26 - 2015-05-02,74
Rossmann_DE_BY,2015-05-03 - 2015-05-09,74
Rossmann_DE_BY,2015-05-10 - 2015-05-16,64
Rossmann_DE_BY,2015-05-17 - 2015-05-23,77
Rossmann_DE_BY,2015-05-24 - 2015-05-30,68
Rossmann_DE_BY,2015-05-31 - 2015-06-06,80
Rossmann_DE_BY,2015-06-07 - 2015-06-13,62
Rossmann_DE_BY,2015-06-14 - 2015-06-20,88
Rossmann_DE_BY,2015-06-21 - 2015-06-27,69
Rossmann_DE_BY,2015-06-28 - 2015-07-04,82
Rossmann_DE_BY,2015-07-05 - 2015-07-11,69
Rossmann_DE_BY,2015-07-12 - 2015-07-18,79
Rossmann_DE_BY,2015-07-19 - 2015-07-25,73
Rossmann_DE_BY,2015-07-26 - 2015-08-01,82
Rossmann_DE_BY,2015-08-02 - 2015-08-08,86
Rossmann_DE_BY,2015-08-09 - 2015-08-15,74
Rossmann_DE_BY,2015-08-16 - 2015-08-22,80
Rossmann_DE_BY,2015-08-23 - 2015-08-29,70
Rossmann_DE_BY,2015-08-30 - 2015-09-05,76
Rossmann_DE_BY,2015-09-06 - 2015-09-12,68
Rossmann_DE_BY,2015-09-13 - 2015-09-19,78
Rossmann_DE_BY,2015-09-20 - 2015-09-26,62
Rossmann_DE_BY,2015-09-27 - 2015-10-03,69
Rossmann_DE_TH,2012-12-02 - 2012-12-08,85
Rossmann_DE_TH,2012-12-09 - 2012-12-15,87
Rossmann_DE_TH,2012-12-16 - 2012-12-22,81
Rossmann_DE_TH,2012-12-23 - 2012-12-29,43
Rossmann_DE_TH,2012-12-30 - 2013-01-05,53
Rossmann_DE_TH,2013-01-06 - 2013-01-12,65
Rossmann_DE_TH,2013-01-13 - 2013-01-19,43
Rossmann_DE_TH,2013-01-20 - 2013-01-26,45
Rossmann_DE_TH,2013-01-27 - 2013-02-02,43
Rossmann_DE_TH,2013-02-03 - 2013-02-09,41
Rossmann_DE_TH,2013-02-10 - 2013-02-16,44
Rossmann_DE_TH,2013-02-17 - 2013-02-23,59
Rossmann_DE_TH,2013-02-24 - 2013-03-02,43
Rossmann_DE_TH,2013-03-03 - 2013-03-09,43
Rossmann_DE_TH,2013-03-10 - 2013-03-16,56
Rossmann_DE_TH,2013-03-17 - 2013-03-23,53
Rossmann_DE_TH,2013-03-24 - 2013-03-30,50
Rossmann_DE_TH,2013-03-31 - 2013-04-06,66
Rossmann_DE_TH,2013-04-07 - 2013-04-13,70
Rossmann_DE_TH,2013-04-14 - 2013-04-20,49
Rossmann_DE_TH,2013-04-21 - 2013-04-27,66
Rossmann_DE_TH,2013-04-28 - 2013-05-04,46
Rossmann_DE_TH,2013-05-05 - 2013-05-11,52
Rossmann_DE_TH,2013-05-12 - 2013-05-18,52
Rossmann_DE_TH,2013-05-19 - 2013-05-25,66
Rossmann_DE_TH,2013-05-26 - 2013-06-01,62
Rossmann_DE_TH,2013-06-02 - 2013-06-08,55
Rossmann_DE_TH,2013-06-09 - 2013-06-15,49
Rossmann_DE_TH,2013-06-16 - 2013-06-22,63
Rossmann_DE_TH,2013-06-23 - 2013-06-29,52
Rossmann_DE_TH,2013-06-30 - 2013-07-06,55
Rossmann_DE_TH,2013-07-07 - 2013-07-13,53
Rossmann_DE_TH,2013-07-14 - 2013-07-20,77
Rossmann_DE_TH,2013-07-21 - 2013-07-27,62
Rossmann_DE_TH,2013-07-28 - 2013-08-03,69
Rossmann_DE_TH,2013-08-04 - 2013-08-10,68
